"","toa","thr"
"5138","Late Majority","Low Thresh."
"5139","Non-Adopters","Non-Adopters"
"5140","Non-Adopters","Non-Adopters"
"5141","Early Majority","Low Thresh."
"5142","Early Majority","High Thresh."
"5143","Laggards","High Thresh."
"5144","Early Majority","Very Low Thresh."
"5145","Early Majority","High Thresh."
"5146","Early Majority","Low Thresh."
"5147","Laggards","High Thresh."
"5148","Non-Adopters","Non-Adopters"
"5149","Early Adopters","Low Thresh."
"5150","Early Adopters","Very Low Thresh."
"5151","Late Majority","Very Low Thresh."
"5152","Early Majority","High Thresh."
"5153","Non-Adopters","Non-Adopters"
"5154","Late Majority","High Thresh."
"5155","Laggards","High Thresh."
"5156","Laggards","Very Low Thresh."
"5157","Early Majority","Very Low Thresh."
"5158","Early Adopters","High Thresh."
"5159","Non-Adopters","Non-Adopters"
"5160","Laggards","High Thresh."
"5161","Non-Adopters","Non-Adopters"
"5162","Early Adopters","High Thresh."
"5163","Non-Adopters","Non-Adopters"
"5164","Early Majority","High Thresh."
"5165","Non-Adopters","Non-Adopters"
"5166","Early Adopters","High Thresh."
"5167","Late Majority","Very Low Thresh."
"5168","Early Adopters","Very Low Thresh."
"5169","Laggards","High Thresh."
"5170","Non-Adopters","Non-Adopters"
"5171","Non-Adopters","Non-Adopters"
"5172","Late Majority","High Thresh."
"5173","Early Adopters","Very Low Thresh."
"5174","Early Majority","High Thresh."
"5175","Early Adopters","High Thresh."
"5176","Late Majority","High Thresh."
"5177","Non-Adopters","Non-Adopters"
"5178","Non-Adopters","Non-Adopters"
"5179","Early Adopters","Very Low Thresh."
"5180","Early Majority","High Thresh."
"5181","Non-Adopters","Non-Adopters"
"5182","Late Majority","Low Thresh."
"5183","Laggards","High Thresh."
"5184","Non-Adopters","Non-Adopters"
"5185","Non-Adopters","Non-Adopters"
"5186","Laggards","High Thresh."
"5187","Late Majority","High Thresh."
"5188","Early Adopters","Low Thresh."
"5189","Laggards","High Thresh."
"5190","Late Majority","Low Thresh."
"5191","Late Majority","High Thresh."
"5192","Early Majority","High Thresh."
"5193","Late Majority","High Thresh."
"5194","Early Majority","High Thresh."
"5195","Late Majority","High Thresh."
"5196","Non-Adopters","Non-Adopters"
"5197","Early Majority","High Thresh."
"5198","Laggards","Low Thresh."
"5199","Late Majority","High Thresh."
"5200","Late Majority","Very Low Thresh."
"5201","Late Majority","High Thresh."
"5202","Late Majority","High Thresh."
"5203","Late Majority","Low Thresh."
"5204","Early Majority","High Thresh."
"5205","Non-Adopters","Non-Adopters"
"5206","Late Majority","High Thresh."
"5207","Non-Adopters","Non-Adopters"
"5208","Early Adopters","Very Low Thresh."
"5209","Non-Adopters","Non-Adopters"
"5210","Early Majority","High Thresh."
"5211","Non-Adopters","Non-Adopters"
"5212","Non-Adopters","Non-Adopters"
"5213","Early Majority","High Thresh."
"5214","Early Adopters","Low Thresh."
"5215","Non-Adopters","Non-Adopters"
"5216","Late Majority","High Thresh."
"5217","Early Majority","High Thresh."
"5218","Early Adopters","Low Thresh."
"5219","Non-Adopters","Non-Adopters"
"5220","Early Adopters","High Thresh."
"5221","Early Adopters","High Thresh."
"5222","Late Majority","High Thresh."
"5223","Non-Adopters","Non-Adopters"
"5224","Laggards","High Thresh."
"5225","Late Majority","High Thresh."
"5226","Laggards","High Thresh."
"5227","Non-Adopters","Non-Adopters"
"5228","Non-Adopters","Non-Adopters"
"5229","Non-Adopters","Non-Adopters"
"5230","Laggards","High Thresh."
"5231","Late Majority","High Thresh."
"5232","Non-Adopters","Non-Adopters"
"5233","Early Majority","High Thresh."
"5234","Late Majority","Low Thresh."
"5235","Early Adopters","Low Thresh."
"5236","Early Majority","High Thresh."
"5237","Non-Adopters","Non-Adopters"
"5238","Late Majority","High Thresh."
"5239","Non-Adopters","Non-Adopters"
"5240","Early Majority","High Thresh."
"5241","Early Majority","Very Low Thresh."
"5242","Non-Adopters","Non-Adopters"
"5243","Late Majority","Low Thresh."
"5244","Late Majority","High Thresh."
"5245","Non-Adopters","Non-Adopters"
"5246","Non-Adopters","Non-Adopters"
"5247","Late Majority","Very Low Thresh."
"5248","Late Majority","High Thresh."
"5249","Non-Adopters","Non-Adopters"
"5250","Non-Adopters","Non-Adopters"
"5251","Late Majority","Low Thresh."
"5252","Laggards","High Thresh."
"5253","Non-Adopters","Non-Adopters"
"5254","Late Majority","Very Low Thresh."
"5255","Late Majority","High Thresh."
"5256","Non-Adopters","Non-Adopters"
"5257","Late Majority","High Thresh."
"5258","Laggards","High Thresh."
"5259","Non-Adopters","Non-Adopters"
"5260","Early Majority","High Thresh."
"5261","Laggards","High Thresh."
"5262","Non-Adopters","Non-Adopters"
"5263","Late Majority","High Thresh."
"5264","Late Majority","High Thresh."
"5265","Late Majority","High Thresh."
"5266","Non-Adopters","Non-Adopters"
"5267","Non-Adopters","Non-Adopters"
"5268","Non-Adopters","Non-Adopters"
"5269","Early Majority","High Thresh."
"5270","Late Majority","High Thresh."
"5271","Laggards","High Thresh."
"5272","Non-Adopters","Non-Adopters"
"5273","Laggards","Low Thresh."
"5274","Early Adopters","High Thresh."
"5275","Early Adopters","High Thresh."
"5276","Early Adopters","Very Low Thresh."
"5277","Late Majority","High Thresh."
"5278","Early Adopters","Low Thresh."
"5279","Early Adopters","Low Thresh."
"5280","Non-Adopters","Non-Adopters"
"5281","Early Majority","Low Thresh."
"5282","Late Majority","High Thresh."
"5283","Laggards","High Thresh."
"5284","Laggards","High Thresh."
"5285","Non-Adopters","Non-Adopters"
"5286","Late Majority","Very Low Thresh."
"5287","Early Adopters","Low Thresh."
"5288","Early Adopters","Very Low Thresh."
"5289","Non-Adopters","Non-Adopters"
"5290","Laggards","High Thresh."
"5291","Early Majority","High Thresh."
"5292","Late Majority","High Thresh."
"5293","Late Majority","High Thresh."
"5294","Non-Adopters","Non-Adopters"
"5295","Early Majority","Very Low Thresh."
"5296","Early Majority","High Thresh."
"5297","Laggards","Low Thresh."
"5298","Early Majority","Low Thresh."
"5299","Early Adopters","Low Thresh."
"5300","Early Majority","Very Low Thresh."
"5301","Late Majority","High Thresh."
"5302","Early Adopters","Very Low Thresh."
"5303","Non-Adopters","Non-Adopters"
"5304","Late Majority","Low Thresh."
"5305","Early Majority","Low Thresh."
"5306","Early Adopters","High Thresh."
"5307","Non-Adopters","Non-Adopters"
"5308","Early Majority","Very Low Thresh."
"5309","Late Majority","Very Low Thresh."
"5310","Non-Adopters","Non-Adopters"
"5311","Early Majority","High Thresh."
"5312","Late Majority","High Thresh."
"5313","Non-Adopters","Non-Adopters"
"5314","Early Majority","High Thresh."
"5315","Late Majority","High Thresh."
"5316","Non-Adopters","Non-Adopters"
"5317","Early Adopters","High Thresh."
"5318","Late Majority","High Thresh."
"5319","Early Adopters","Very Low Thresh."
"5320","Early Adopters","High Thresh."
"5321","Early Majority","High Thresh."
"5322","Early Adopters","High Thresh."
"5323","Late Majority","High Thresh."
"5324","Non-Adopters","Non-Adopters"
"5325","Non-Adopters","Non-Adopters"
"5326","Non-Adopters","Non-Adopters"
"5327","Non-Adopters","Non-Adopters"
"5328","Non-Adopters","Non-Adopters"
"5329","Laggards","High Thresh."
"5330","Late Majority","High Thresh."
"5331","Early Majority","High Thresh."
"5332","Non-Adopters","Non-Adopters"
"5333","Late Majority","Low Thresh."
"5334","Early Majority","Low Thresh."
"5335","Non-Adopters","Non-Adopters"
"5336","Late Majority","High Thresh."
"5337","Early Majority","High Thresh."
"5338","Late Majority","Very Low Thresh."
"5339","Laggards","High Thresh."
"5340","Early Adopters","High Thresh."
"5341","Laggards","High Thresh."
"5342","Late Majority","Very Low Thresh."
"5343","Early Majority","High Thresh."
"5344","Late Majority","High Thresh."
"5345","Late Majority","Low Thresh."
"5346","Non-Adopters","Non-Adopters"
"5347","Non-Adopters","Non-Adopters"
"5348","Non-Adopters","Non-Adopters"
"5349","Early Adopters","High Thresh."
"5350","Late Majority","High Thresh."
"5351","Late Majority","Low Thresh."
"5352","Non-Adopters","Non-Adopters"
"5353","Non-Adopters","Non-Adopters"
"5354","Laggards","Very Low Thresh."
"5355","Laggards","Low Thresh."
"5356","Early Majority","Very Low Thresh."
"5357","Non-Adopters","Non-Adopters"
"5358","Non-Adopters","Non-Adopters"
"5359","Non-Adopters","Non-Adopters"
"5360","Early Majority","High Thresh."
"5361","Late Majority","High Thresh."
"5362","Late Majority","Low Thresh."
"5363","Non-Adopters","Non-Adopters"
"5364","Early Majority","Very Low Thresh."
"5365","Non-Adopters","Non-Adopters"
"5366","Non-Adopters","Non-Adopters"
"5367","Non-Adopters","Non-Adopters"
"5368","Early Majority","Very Low Thresh."
"5369","Early Majority","High Thresh."
"5370","Early Adopters","High Thresh."
"5371","Late Majority","High Thresh."
"5372","Early Adopters","High Thresh."
"5373","Early Adopters","High Thresh."
"5374","Early Majority","High Thresh."
"5375","Late Majority","High Thresh."
"5376","Early Adopters","Low Thresh."
"5377","Early Majority","Very Low Thresh."
"5378","Late Majority","High Thresh."
"5379","Non-Adopters","Non-Adopters"
"5380","Early Majority","Very Low Thresh."
"5381","Non-Adopters","Non-Adopters"
"5382","Early Majority","High Thresh."
"5383","Non-Adopters","Non-Adopters"
"5384","Non-Adopters","Non-Adopters"
"5385","Early Majority","Very Low Thresh."
"5386","Early Majority","Low Thresh."
"5387","Late Majority","Low Thresh."
"5388","Early Majority","High Thresh."
"5389","Late Majority","Very Low Thresh."
"5390","Early Majority","Low Thresh."
"5391","Non-Adopters","Non-Adopters"
"5392","Early Adopters","Very Low Thresh."
"5393","Non-Adopters","Non-Adopters"
"5394","Non-Adopters","Non-Adopters"
"5395","Early Majority","High Thresh."
"5396","Early Adopters","High Thresh."
"5397","Late Majority","High Thresh."
"5398","Non-Adopters","Non-Adopters"
"5399","Late Majority","High Thresh."
"5400","Early Majority","High Thresh."
"5401","Early Majority","Very Low Thresh."
"5402","Non-Adopters","Non-Adopters"
"5403","Laggards","Low Thresh."
"5404","Late Majority","Low Thresh."
"5405","Early Adopters","Low Thresh."
"5406","Late Majority","High Thresh."
"5407","Late Majority","High Thresh."
"5408","Non-Adopters","Non-Adopters"
"5409","Non-Adopters","Non-Adopters"
"5410","Non-Adopters","Non-Adopters"
"5411","Late Majority","High Thresh."
"5412","Late Majority","Low Thresh."
"5413","Early Majority","High Thresh."
"5414","Early Adopters","Very Low Thresh."
"5415","Laggards","High Thresh."
"5416","Laggards","High Thresh."
"5417","Non-Adopters","Non-Adopters"
"5418","Early Adopters","High Thresh."
"5419","Early Majority","Low Thresh."
"5420","Early Majority","Low Thresh."
"5421","Non-Adopters","Non-Adopters"
"5422","Early Adopters","High Thresh."
"5423","Late Majority","High Thresh."
"5424","Early Adopters","High Thresh."
"5425","Early Adopters","High Thresh."
"5426","Early Adopters","High Thresh."
"5427","Early Adopters","High Thresh."
"5428","Non-Adopters","Non-Adopters"
"5429","Late Majority","Low Thresh."
"5430","Late Majority","High Thresh."
"5431","Early Adopters","High Thresh."
"5432","Late Majority","High Thresh."
"5433","Early Adopters","Low Thresh."
"5434","Late Majority","High Thresh."
"5435","Non-Adopters","Non-Adopters"
"5436","Late Majority","High Thresh."
"5437","Late Majority","High Thresh."
"5438","Late Majority","Low Thresh."
"5439","Late Majority","Very Low Thresh."
"5440","Early Adopters","High Thresh."
"5441","Non-Adopters","Non-Adopters"
"5442","Non-Adopters","Non-Adopters"
"5443","Non-Adopters","Non-Adopters"
"5444","Non-Adopters","Non-Adopters"
"5445","Non-Adopters","Non-Adopters"
"5446","Early Adopters","High Thresh."
"5447","Late Majority","High Thresh."
"5448","Non-Adopters","Non-Adopters"
"5449","Late Majority","High Thresh."
"5450","Non-Adopters","Non-Adopters"
"5451","Non-Adopters","Non-Adopters"
"5452","Laggards","High Thresh."
"5453","Non-Adopters","Non-Adopters"
"5454","Early Majority","High Thresh."
"5455","Early Adopters","High Thresh."
"5456","Late Majority","Low Thresh."
"5457","Laggards","High Thresh."
"5458","Early Adopters","High Thresh."
"5459","Laggards","Very Low Thresh."
"5460","Late Majority","Low Thresh."
"5461","Early Majority","Low Thresh."
"5462","Early Majority","Low Thresh."
"5463","Early Adopters","High Thresh."
"5464","Late Majority","Low Thresh."
"5465","Late Majority","High Thresh."
"5466","Early Majority","Very Low Thresh."
"5467","Late Majority","High Thresh."
"5468","Non-Adopters","Non-Adopters"
"5469","Early Adopters","Very Low Thresh."
"5470","Early Adopters","Very Low Thresh."
"5471","Non-Adopters","Non-Adopters"
"5472","Early Majority","Very Low Thresh."
"5473","Early Adopters","High Thresh."
"5474","Non-Adopters","Non-Adopters"
"5475","Non-Adopters","Non-Adopters"
"5476","Late Majority","Very Low Thresh."
"5477","Non-Adopters","Non-Adopters"
"5478","Early Adopters","High Thresh."
"5479","Early Majority","High Thresh."
"5480","Non-Adopters","Non-Adopters"
"5481","Early Adopters","High Thresh."
"5482","Early Majority","High Thresh."
"5483","Non-Adopters","Non-Adopters"
"5484","Non-Adopters","Non-Adopters"
"5485","Early Majority","Very Low Thresh."
"5486","Late Majority","High Thresh."
"5487","Late Majority","High Thresh."
"5488","Late Majority","Low Thresh."
"5489","Non-Adopters","Non-Adopters"
"5490","Laggards","High Thresh."
"5491","Non-Adopters","Non-Adopters"
"5492","Early Adopters","Very Low Thresh."
"5493","Non-Adopters","Non-Adopters"
"5494","Early Majority","High Thresh."
"5495","Non-Adopters","Non-Adopters"
"5496","Early Adopters","Low Thresh."
"5497","Early Adopters","Low Thresh."
"5498","Early Majority","High Thresh."
"5499","Early Majority","Very Low Thresh."
"5500","Non-Adopters","Non-Adopters"
"5501","Late Majority","High Thresh."
"5502","Non-Adopters","Non-Adopters"
"5503","Early Majority","Very Low Thresh."
"5504","Late Majority","High Thresh."
"5505","Late Majority","High Thresh."
"5506","Non-Adopters","Non-Adopters"
"5507","Late Majority","High Thresh."
"5508","Late Majority","High Thresh."
"5509","Early Adopters","High Thresh."
"5510","Late Majority","Low Thresh."
"5511","Non-Adopters","Non-Adopters"
"5512","Non-Adopters","Non-Adopters"
"5513","Non-Adopters","Non-Adopters"
"5514","Late Majority","High Thresh."
"5515","Late Majority","High Thresh."
"5516","Late Majority","High Thresh."
"5517","Early Adopters","Low Thresh."
"5518","Non-Adopters","Non-Adopters"
"5519","Late Majority","High Thresh."
"5520","Early Majority","High Thresh."
"5521","Late Majority","High Thresh."
"5522","Early Adopters","High Thresh."
"5523","Late Majority","Low Thresh."
"5524","Late Majority","High Thresh."
"5525","Late Majority","High Thresh."
"5526","Early Majority","High Thresh."
"5527","Early Majority","High Thresh."
"5528","Non-Adopters","Non-Adopters"
"5529","Late Majority","Very Low Thresh."
"5530","Early Majority","Very Low Thresh."
"5531","Early Majority","Low Thresh."
"5532","Non-Adopters","Non-Adopters"
"5533","Early Majority","High Thresh."
"5534","Late Majority","High Thresh."
"5535","Laggards","High Thresh."
"5536","Late Majority","Very Low Thresh."
"5537","Non-Adopters","Non-Adopters"
"5538","Non-Adopters","Non-Adopters"
"5539","Early Majority","Very Low Thresh."
"5540","Early Adopters","Very Low Thresh."
"5541","Late Majority","High Thresh."
"5542","Late Majority","High Thresh."
"5543","Early Adopters","High Thresh."
"5544","Early Adopters","Very Low Thresh."
"5545","Early Majority","High Thresh."
"5546","Non-Adopters","Non-Adopters"
"5547","Non-Adopters","Non-Adopters"
"5548","Late Majority","High Thresh."
"5549","Non-Adopters","Non-Adopters"
"5550","Non-Adopters","Non-Adopters"
"5551","Late Majority","High Thresh."
"5552","Early Majority","High Thresh."
